Jumlah,tanggal
3,08-03-2022
4,28-05-2022
5,30-07-2022
2,01-03-2020
3,25-01-2020
4,26-04-2021
3,27-02-2020
4,11-02-2020
5,24-06-2022
4,11-02-2020
2,30-01-2023
3,08-05-2023
2,11-02-2020
3,24-06-2022
2,24-06-2022
2,09-04-2021
3,27-05-2022
4,09-12-2022
5,17-03-2023
4,11-02-2020
5,19-08-2020
6,16-10-2021
7,15-12-2021
8,16-02-2022
3,11-02-2020
4,11-02-2020
5,01-04-2022
2,15-07-2021
4,11-02-2020
5,19-08-2020
6,16-10-2021
7,15-12-2021
8,16-02-2022
9,17-04-2022
9,21-06-2022
3,11-02-2020
4,24-06-2022
4,11-02-2020
5,24-06-2022
6,21-09-2022
3,25-10-2022
4,11-02-2020
4,11-02-2020
1,10-04-2023
3,02-03-2020
4,04-03-2021
5,01-03-2022
6,01-03-2023
7,27-09-2023
3,27-01-2020
4,18-07-2020
5,06-10-2020
2,22-03-2022
3,11-02-2020
4,13-08-2021
5,24-06-2022
3,11-02-2020
3,09-08-2020
2,22-03-2022
3,14-11-2022
4,14-03-2023
3,26-02-2020
3,11-02-2020
4,30-04-2021
3,19-04-2020
4,11-02-2020
5,24-06-2022
3,24-06-2022
4,11-02-2020
5,24-06-2022
3,11-02-2020
4,25-06-2022
5,07-09-2022
2,11-02-2020
3,29-07-2022
3,25-10-2022
4,10-03-2023
4,11-02-2020
5,01-04-2022
3,15-01-2020
4,01-11-2020
5,21-01-2022
6,30-08-2022
3,15-01-2020
4,11-10-2021
5,21-01-2022
3,15-01-2020
4,21-01-2022
2,15-01-2020
3,21-01-2022
3,15-01-2020
4,08-05-2020
3,02-04-2021
2,11-05-2020
3,31-12-2021
3,11-01-2020
4,04-10-2020
5,09-01-2021
6,16-03-2021
7,27-05-2021
8,31-07-2021
9,02-10-2021
10,28-12-2021
11,16-05-2022
12,20-07-2022
13,06-02-2023
14,14-06-2023
2,10-03-2020
3,09-02-2022
4,11-02-2020
5,10-04-2022
6,19-02-2023
7,15-05-2023
6,16-10-2020
5,11-05-2020
7,15-01-2021
8,30-05-2021
9,24-12-2021
10,11-04-2022
11,20-09-2023
2,08-07-2020
3,14-11-2020
4,07-03-2022
5,14-05-2022
3,29-01-2023
4,02-04-2023
2,16-09-2020
3,14-06-2021
4,07-06-2022
5,16-11-2022
1,20-01-2020
2,17-12-2021
3,09-08-2020
4,05-04-2021
2,21-03-2022
3,11-11-2022
2,30-01-2020
2,01-03-2020
3,22-01-2022
4,05-04-2022
5,24-06-2022
6,24-09-2022
7,21-10-2023
2,30-01-2020
2,12-07-2020
3,08-05-2022
4,21-05-2023
2,17-02-2022
2,30-01-2020
2,06-02-2023
2,30-01-2020
2,30-01-2020
2,10-02-2022
3,27-05-2022
3,28-01-2020
4,11-04-2021
5,21-02-2023
6,26-05-2023
2,04-03-2022
4,11-02-2020
5,25-06-2022
2,11-02-2020
3,25-08-2022
2,30-01-2020
3,06-02-2023
2,06-02-2023
2,07-04-2021
3,06-06-2021
2,19-07-2023
4,27-09-2021
3,30-01-2020
4,23-06-2020
5,15-11-2020
6,10-10-2021
7,25-01-2022
8,09-08-2022
9,20-11-2022
10,14-02-2023
11,27-08-2023
6,07-01-2020
7,24-04-2020
8,24-06-2020
9,25-08-2020
10,16-12-2020
11,16-02-2021
12,29-05-2021
13,06-09-2021
14,06-11-2021
15,22-01-2022
16,25-03-2022
17,24-05-2022
18,26-07-2022
19,24-09-2022
20,28-11-2022
21,30-01-2023
22,02-04-2023
23,06-06-2023
24,07-08-2023
25,07-10-2023
3,12-01-2020
4,12-05-2020
5,22-11-2021
6,24-04-2022
2,30-01-2020
4,14-12-2021
5,24-07-2023
1,06-07-2022
1,15-12-2021
2,17-08-2020
1,19-07-2021
1,30-06-2021
4,10-01-2020
5,06-10-2021
6,10-01-2022
7,11-03-2022
8,12-05-2022
9,15-07-2022
10,13-09-2022
11,12-11-2022
12,11-01-2023
13,13-03-2023
14,12-05-2023
15,12-07-2023
16,11-09-2023
2,15-03-2022
3,25-10-2022
4,13-03-2023
4,25-02-2020
5,10-08-2022
1,14-03-2023
1,04-02-2023
1,07-08-2021
2,24-11-2021
3,28-03-2023
4,10-10-2023
1,16-10-2021
1,28-08-2022
1,01-09-2021
1,13-03-2023
4,05-03-2020
5,25-02-2023
6,15-09-2023
1,28-09-2023
1,14-05-2021
1,14-05-2021
1,29-06-2022
1,28-08-2021
1,19-06-2020
1,23-08-2023
1,13-08-2023
1,22-04-2021
4,30-09-2023
1,24-11-2021
2,01-02-2022
3,05-07-2022
4,01-11-2022
5,14-01-2023
6,13-03-2023
7,29-05-2023
1,09-06-2021
1,19-06-2022
1,21-03-2022
2,01-11-2022
1,26-08-2022
1,01-03-2020
2,20-11-2020
3,24-03-2021
4,28-04-2022
5,19-03-2023
6,13-06-2023
4,30-08-2021
1,24-06-2022
1,16-10-2020
1,29-08-2023
1,05-02-2020
1,26-02-2020
2,21-09-2022
1,27-02-2020
2,30-12-2020
3,04-03-2021
4,06-06-2021
1,01-11-2022
1,09-11-2022
1,26-08-2022
2,13-10-2022
3,31-01-2023
4,10-06-2023
5,20-09-2023
18,20-06-2021
19,11-11-2021
20,23-07-2022
21,24-12-2022
1,12-01-2023
2,17-02-2022
3,13-06-2022
4,21-11-2022
5,05-04-2023
6,25-07-2023
7,27-09-2023
1,19-12-2022
2,06-03-2023
1,07-09-2022
4,24-02-2020
5,07-08-2020
6,04-12-2020
7,12-10-2023
3,09-12-2020
4,20-05-2021
1,21-09-2022
8,15-01-2020
9,24-07-2020
10,11-10-2020
8,24-10-2023
2,09-08-2022
3,19-10-2022
3,10-02-2023
4,22-09-2021
5,14-09-2022
6,07-05-2023
2,04-08-2023
4,17-09-2023
3,14-09-2022
5,02-07-2022
2,11-06-2022
3,22-09-2021
4,14-09-2022
3,22-09-2021
4,14-09-2022
2,19-05-2022
3,29-09-2022
5,28-11-2022
6,30-01-2023
7,10-08-2023
5,06-08-2020
6,07-10-2023
2,22-09-2021
3,14-09-2022
1,01-10-2021
1,01-06-2022
2,07-03-2021
2,08-03-2020
2,23-10-2022
2,23-05-2023
2,24-09-2020
2,25-03-2021
3,26-07-2021
3,08-04-2023
4,18-04-2023
2,17-04-2020
2,17-08-2020
3,24-08-2020
3,09-03-2020
2,08-04-2021
3,16-09-2021
4,04-05-2022
3,02-01-2021
4,11-03-2021
2,06-03-2021
3,05-06-2021
3,23-02-2020
4,23-02-2021
5,15-12-2021
6,27-07-2022
7,30-05-2023
4,08-04-2021
5,10-01-2022
6,30-03-2022
2,15-12-2021
2,06-02-2021
3,23-11-2021
3,10-02-2020
4,08-06-2022
5,23-08-2023
4,08-04-2021
5,04-01-2020
5,01-03-2020
2,24-09-2021
2,22-12-2021
1,01-09-2022
2,12-09-2023
1,27-09-2021
1,27-08-2022
1,06-09-2022
1,08-07-2021
1,22-08-2021
1,29-08-2023
1,24-10-2023
1,24-10-2023
1,13-03-2023
2,12-10-2023
1,31-10-2021
3,30-03-2022
1,27-10-2021
2,23-02-2020
3,10-10-2022
3,17-07-2020
3,10-01-2022
3,29-03-2022
4,09-03-2023
2,27-05-2021
14,01-03-2020
14,03-05-2020
15,06-09-2020
1,06-06-2022
1,01-04-2021
16,08-11-2020
17,24-01-2021
18,19-05-2021
19,20-07-2021
20,25-09-2021
21,26-11-2021
22,26-01-2022
23,28-03-2022
24,30-05-2022
25,10-08-2022
26,25-10-2022
27,25-12-2022
28,24-02-2023
29,26-04-2023
30,14-07-2023
31,13-09-2023
3,24-06-2020
4,25-08-2020
5,31-08-2021
6,08-09-2022
7,21-11-2022
8,17-07-2023
2,06-02-2020
2,06-02-2020
6,02-09-2020
5,04-05-2020
6,07-08-2020
7,08-10-2020
8,03-04-2021
9,13-06-2021
10,12-09-2021
11,12-12-2021
12,13-03-2022
13,12-06-2022
14,27-01-2023
15,06-04-2023
16,01-07-2023
17,24-10-2023
3,05-01-2020
4,13-06-2021
5,12-09-2021
6,12-12-2021
7,13-03-2022
8,12-06-2022
9,11-06-2023
10,03-09-2023
2,10-01-2022
3,30-03-2022
3,27-04-2022
2,23-05-2021
2,05-01-2020
3,08-10-2020
4,09-12-2022
4,08-04-2021
5,10-01-2022
6,30-03-2022
2,05-05-2022
4,27-02-2020
5,29-07-2020
6,23-01-2021
7,28-03-2021
2,13-03-2023
2,29-01-2023
2,15-10-2020
4,18-01-2020
5,26-04-2020
5,10-05-2021
6,06-06-2021
7,26-08-2021
8,31-10-2021
9,16-01-2022
10,13-04-2022
11,13-06-2022
12,17-08-2022
13,01-11-2022
14,09-02-2023
15,10-04-2023
16,13-06-2023
17,30-08-2023
3,06-02-2022
5,22-09-2020
6,08-04-2021
7,10-01-2022
8,30-03-2022
9,12-08-2022
3,15-02-2020
4,22-03-2022
5,01-11-2022
6,13-03-2023
7,28-05-2023
8,20-09-2023
2,25-11-2020
2,25-03-2020
3,20-07-2020
4,21-12-2020
5,04-03-2021
6,31-05-2023
6,08-03-2020
7,09-05-2020
8,10-02-2021
9,09-06-2021
3,27-10-2022
4,16-01-2023
5,18-04-2020
6,06-07-2021
7,24-11-2021
8,22-03-2022
9,19-02-2023
10,06-08-2023
5,18-09-2020
6,05-01-2021
7,02-01-2022
8,16-07-2022
6,22-01-2020
7,06-02-2021
8,30-10-2021
2,17-11-2022
5,24-10-2020
6,15-03-2021
7,14-06-2021
8,04-07-2022
9,20-06-2023
2,26-02-2020
3,01-03-2021
4,03-06-2021
2,20-04-2020
3,16-07-2021
4,21-09-2021
5,25-11-2021
6,25-03-2022
2,24-09-2023
2,21-09-2022
2,15-09-2022
3,11-07-2022
4,12-10-2022
5,27-03-2023
7,29-02-2020
8,15-08-2020
9,14-10-2020
1,14-06-2021
1,24-10-2023
1,13-04-2022
8,25-03-2020
9,26-05-2020
10,11-02-2021
11,16-05-2021
12,30-01-2022
13,07-05-2022
14,06-09-2022
15,05-11-2022
16,10-08-2023
1,07-06-2022
1,16-09-2023
1,01-03-2022
1,01-06-2023
1,18-09-2022
2,06-08-2023
1,02-02-2020
1,25-09-2020
4,19-02-2020
5,20-06-2020
6,30-08-2020
7,10-01-2021
8,23-05-2021
9,25-07-2021
10,13-10-2021
11,19-12-2021
12,22-03-2022
13,14-06-2022
14,17-08-2022
15,25-10-2022
16,27-12-2022
17,04-03-2023
18,15-05-2023
19,19-07-2023
20,25-09-2023
1,22-10-2021
2,08-09-2022
1,16-09-2020
1,24-06-2022
2,13-10-2021
3,25-10-2022
4,10-07-2023
5,18-10-2023
1,27-11-2021
1,07-03-2021
1,09-09-2022
1,07-09-2022
1,11-02-2020
3,11-02-2020
1,21-09-2021
2,10-02-2022
3,06-09-2022
1,03-11-2022
1,16-01-2021
1,23-01-2021
1,23-01-2021
1,22-07-2023
1,20-09-2023
2,25-09-2023
1,06-03-2021
1,07-03-2021
1,15-04-2021
1,08-12-2021
1,11-02-2020
1,17-01-2021
2,22-08-2022
1,29-12-2021
2,15-12-2022
1,18-10-2021
1,07-07-2022
2,16-11-2022
1,16-12-2021
1,15-02-2023
2,29-03-2021
3,11-09-2021
4,13-11-2021
5,21-02-2022
6,16-05-2022
7,21-12-2022
8,27-05-2023
1,20-05-2021
1,20-02-2023
1,04-06-2022
1,17-11-2021
2,03-09-2022
3,04-08-2023
1,22-09-2023
1,14-07-2020
1,14-05-2023
1,23-10-2021
1,11-10-2022
1,25-08-2021
2,10-03-2022
1,24-08-2023
1,16-10-2023
1,13-03-2023
2,04-10-2023
1,04-07-2023
1,16-10-2023
1,31-10-2022
1,21-07-2023
2,02-10-2021
1,15-07-2021
3,05-06-2022
1,26-01-2022
1,07-11-2020
1,09-10-2021
1,15-07-2021
1,10-08-2020
1,07-04-2021
2,17-11-2021
3,19-01-2022
4,23-03-2022
5,25-05-2022
6,10-08-2022
7,19-10-2022
8,08-03-2023
9,14-06-2023
10,15-08-2023
1,23-05-2020
1,15-01-2023
2,31-03-2023
3,02-07-2023
1,29-12-2021
2,15-03-2022
3,02-09-2020
4,21-07-2023
1,11-02-2022
1,11-10-2022
1,06-05-2022
1,15-02-2023
1,31-01-2022
1,16-09-2020
1,30-01-2022
1,04-03-2023
1,12-12-2022
1,19-05-2023
1,22-10-2021
2,23-03-2022
3,27-05-2022
4,15-06-2023
1,23-01-2021
1,14-02-2022
1,16-10-2023
1,07-01-2023
1,17-11-2020
1,19-12-2020
1,01-10-2023
1,30-01-2022
2,27-06-2022
4,27-10-2021
1,10-11-2022
2,30-05-2023
3,22-09-2023
5,12-10-2020
1,23-05-2023
2,24-08-2023
1,01-11-2022
2,14-03-2023
1,15-10-2023
1,14-03-2023
2,24-10-2023
1,14-03-2023
1,25-11-2022
1,24-10-2023
1,29-07-2023
1,13-03-2023
1,27-02-2020
1,14-02-2022
1,29-01-2020
1,09-03-2022
2,08-09-2022
3,01-03-2023
1,17-01-2022
1,05-06-2022
1,08-12-2021
1,08-12-2021
1,13-10-2023
1,08-12-2021
1,08-05-2023
2,14-08-2023
1,14-02-2021
1,24-02-2022
1,21-07-2023
1,09-04-2021
1,19-12-2020
1,31-10-2021
2,31-03-2023
1,15-02-2022
1,17-07-2022
1,24-07-2020
1,07-01-2023
1,13-03-2023
1,25-05-2022
2,01-02-2022
1,23-01-2020
2,15-10-2020
3,19-02-2021
4,27-10-2021
5,14-02-2022
1,04-03-2020
1,18-11-2021
1,23-02-2023
1,28-03-2022
2,22-02-2023
1,23-01-2023
1,26-04-2021
2,20-04-2022
3,20-01-2020
4,24-07-2020
5,29-09-2020
6,24-02-2021
7,27-09-2021
8,28-12-2021
9,01-03-2022
10,13-05-2022
11,16-07-2022
12,20-09-2022
13,27-11-2022
14,20-02-2023
15,12-08-2023
16,11-10-2023
1,13-03-2023
2,16-09-2023
1,15-10-2023
1,16-08-2020
2,29-10-2021
1,05-02-2023
2,26-08-2023
3,29-02-2020
4,24-01-2021
5,05-07-2021
5,27-12-2021
6,22-03-2022
6,10-08-2022
7,01-11-2022
8,29-05-2023
1,20-06-2022
1,14-07-2020
1,08-01-2022
1,06-10-2022
2,07-01-2023
2,25-11-2021
3,22-08-2020
4,26-12-2020
5,06-03-2021
6,09-05-2021
7,14-08-2021
8,23-10-2021
9,08-01-2022
10,29-04-2022
11,16-07-2022
12,19-11-2022
13,26-03-2023
7,19-03-2020
8,14-12-2020
9,21-10-2021
10,10-02-2022
11,04-04-2023
12,11-06-2023
12,20-10-2023
1,04-01-2023
1,28-03-2020
1,18-05-2022
2,10-08-2022
1,01-11-2022
1,27-06-2022
1,27-05-2023
1,12-04-2023
1,10-09-2020
1,19-07-2021
1,14-02-2022
1,15-10-2020
2,06-09-2022
1,26-02-2022
1,06-02-2022
3,21-10-2020
1,23-12-2022
1,08-12-2021
16,02-06-2021
1,05-05-2023
2,19-07-2023
1,13-07-2021
1,24-07-2020
1,08-12-2021
1,01-09-2022
1,26-10-2023
1,06-09-2022
1,10-02-2022
1,07-03-2021
2,07-02-2022
1,28-01-2020
1,31-07-2023
1,20-03-2023
1,27-09-2021
2,05-12-2021
3,04-02-2022
4,23-04-2022
5,22-06-2022
6,29-08-2022
7,08-11-2022
8,20-01-2023
9,06-06-2023
10,25-10-2023
1,10-09-2022
1,05-10-2020
1,06-02-2021
2,26-05-2021
3,01-08-2021
4,01-10-2021
5,15-01-2022
6,21-03-2022
7,30-05-2022
7,21-04-2021
8,24-06-2021
1,10-06-2023
1,12-12-2022
1,19-08-2022
1,18-07-2020
1,18-08-2022
2,22-11-2022
10,29-09-2021
11,14-12-2021
12,08-06-2022
19,11-04-2020
20,10-07-2020
21,09-12-2020
22,07-06-2021
23,09-12-2021
24,15-06-2023
1,04-04-2022
2,03-06-2022
3,23-08-2022
4,24-10-2022
5,25-12-2022
6,26-02-2023
7,07-05-2023
8,08-07-2023
9,02-10-2023
2,07-01-2023
1,10-05-2020
1,10-11-2022
2,09-05-2023
1,31-05-2022
1,15-06-2022
2,19-12-2022
1,23-02-2023
1,07-01-2021
9,09-08-2020
10,12-01-2021
11,08-07-2023
5,27-08-2021
1,10-10-2020
1,20-09-2021
3,18-06-2020
4,05-02-2021
1,13-02-2022
1,08-06-2021
1,08-10-2023
1,23-10-2020
1,05-08-2020
1,15-03-2022
2,17-01-2023
3,10-05-2023
4,25-07-2023
5,25-09-2023
1,27-02-2020
2,17-06-2021
3,15-03-2022
4,26-12-2022
1,01-08-2022
1,22-03-2022
1,01-10-2021
2,01-12-2021
3,23-02-2022
4,01-08-2022
5,05-10-2022
6,08-12-2022
7,14-02-2023
1,31-07-2021
1,19-02-2021
1,19-02-2021
2,08-06-2021
3,14-02-2023
1,20-09-2021
2,14-02-2022
1,18-07-2020
1,05-06-2022
1,19-02-2022
1,01-11-2022
2,13-03-2023
3,08-06-2023
1,06-09-2021
2,24-07-2023
3,25-09-2023
2,15-05-2023
1,03-02-2021
1,14-02-2022
2,16-02-2023
3,29-08-2023
1,06-09-2022
1,08-09-2022
1,23-02-2023
1,13-03-2023
1,20-03-2023
2,14-06-2023
1,13-06-2023
2,29-08-2023
1,22-04-2021
33,02-04-2020
34,12-09-2020
35,30-12-2020
36,15-03-2021
37,17-05-2021
37,31-07-2021
38,02-10-2021
39,04-12-2021
40,05-02-2022
41,10-06-2022
42,10-08-2022
43,11-10-2022
44,12-12-2022
45,10-02-2023
46,23-04-2023
47,24-06-2023
48,26-08-2023
14,11-01-2022
1,06-09-2022
10,18-08-2023
1,07-08-2021
1,20-09-2021
1,24-10-2021
1,28-10-2021
1,17-10-2023
1,11-12-2022
1,19-07-2021
1,29-01-2020
2,15-10-2020
3,12-09-2022
1,21-03-2022
1,20-03-2023
1,01-11-2022
1,20-07-2021
1,28-06-2022
1,07-07-2021
1,16-11-2022
1,11-09-2022
1,28-01-2020
1,02-10-2023
1,19-03-2020
1,07-03-2021
1,14-04-2021
1,29-08-2023
1,18-05-2020
3,18-07-2020
1,29-04-2021
2,05-01-2022
3,19-06-2022
4,28-01-2023
1,17-06-2021
1,07-03-2021
2,07-06-2022
3,22-11-2022
4,13-03-2023
1,05-10-2020
1,05-02-2022
1,05-06-2022
1,13-03-2023
1,02-02-2022
1,15-10-2020
1,19-03-2020
3,18-06-2020
4,18-02-2021
5,14-06-2021
6,16-11-2022
3,27-09-2020
4,21-01-2021
5,10-07-2021
6,12-10-2022
7,15-05-2023
2,28-12-2021
15,07-04-2021
16,15-12-2021
5,14-05-2022
6,16-07-2022
7,17-09-2022
8,26-11-2022
9,28-01-2023
10,29-03-2023
11,03-06-2023
12,19-08-2023
13,21-10-2023
7,15-01-2021
1,14-03-2023
1,20-02-2020
2,05-03-2020
3,10-09-2020
4,10-02-2021
5,22-10-2021
6,26-04-2022
7,16-09-2022
8,24-02-2023
1,05-09-2021
1,05-08-2021
1,11-01-2021
1,25-09-2022
1,11-02-2020
2,17-04-2020
3,19-08-2022
4,04-02-2023
5,05-08-2023
1,12-08-2023
1,29-07-2023
1,28-08-2021
1,24-07-2023
1,07-06-2023
1,12-10-2023
1,01-11-2022
7,14-06-2021
1,25-07-2021
2,23-09-2021
1,25-05-2023
2,13-07-2022
1,11-04-2021
1,25-05-2023
1,09-11-2022
1,12-09-2023
1,01-11-2022
2,14-03-2023
3,29-05-2023
4,24-10-2023
1,01-11-2022
1,28-05-2023
1,07-06-2023
1,02-08-2023
1,03-07-2022
2,19-12-2022
3,26-06-2023
1,28-08-2021
1,10-04-2021
1,08-08-2023
2,18-05-2023
5,23-04-2021
6,22-09-2021
7,02-02-2022
1,12-01-2022
1,24-09-2020
2,02-12-2020
3,05-03-2021
4,07-05-2021
5,25-07-2021
1,05-04-2023
1,09-09-2021
1,24-10-2023
1,06-05-2023
1,24-01-2021
1,10-02-2022
2,09-08-2022
3,14-02-2023
1,02-04-2023
1,06-09-2022
5,24-02-2021
6,03-08-2023
1,05-06-2023
1,17-06-2021
1,02-10-2023
1,13-03-2023
1,27-10-2020
1,04-07-2020
2,25-11-2020
3,01-02-2021
4,01-04-2021
1,30-04-2023
1,11-01-2021
1,13-10-2020
1,27-09-2023
1,17-06-2021
1,27-06-2022
1,24-07-2022
1,06-08-2023
1,11-01-2021
2,07-04-2021
1,02-10-2023
2,02-01-2023
3,02-05-2023
4,20-07-2023
5,18-09-2023
1,23-07-2023
1,28-04-2020
2,24-06-2022
4,20-07-2020
5,21-10-2020
6,01-07-2021
7,09-04-2022
8,08-06-2022
1,11-06-2023
2,29-08-2023
1,10-11-2022
1,08-01-2020
1,06-06-2023
1,25-03-2023
1,01-10-2022
1,15-12-2022
1,29-08-2023
10,29-01-2023
11,24-09-2023
1,17-11-2020
1,04-11-2021
1,16-10-2022
1,13-03-2023
1,20-03-2023
1,19-09-2023
1,09-09-2021
1,14-03-2023
1,22-03-2022
2,03-06-2022
3,27-09-2022
4,08-02-2023
1,03-04-2021
1,07-09-2022
1,14-07-2023
1,24-02-2021
1,19-02-2022
2,09-04-2023
1,20-03-2023
1,26-02-2022
1,14-03-2023
1,09-02-2022
1,07-01-2023
1,14-10-2022
2,15-08-2023
1,14-03-2023
1,08-06-2022
2,21-12-2022
1,15-01-2020
2,08-05-2020
3,21-01-2022
8,15-09-2021
1,10-03-2020
2,01-06-2020
3,24-08-2020
4,23-10-2020
5,12-01-2021
6,01-04-2021
7,08-06-2021
9,20-11-2021
10,27-01-2022
11,30-03-2022
12,16-06-2022
13,12-09-2022
14,09-12-2022
15,15-02-2023
16,19-05-2023
17,12-09-2023
1,21-12-2021
1,06-06-2023
1,26-10-2022
1,29-01-2023
1,08-09-2023
1,22-02-2023
1,07-09-2021
1,08-02-2020
1,06-08-2022
1,04-08-2021
1,17-04-2022
1,23-02-2023
1,20-08-2023
1,15-07-2021
1,24-10-2023
1,07-01-2023
1,09-05-2023
5,08-04-2020
6,10-01-2022
7,29-06-2022
8,06-09-2022
9,07-11-2022
10,30-01-2023
11,27-04-2023
1,15-10-2020
1,11-04-2023
1,01-02-2020
1,11-02-2022
1,21-11-2022
1,08-09-2022
1,08-09-2023
1,21-04-2022
1,01-11-2022
2,14-03-2023
4,25-03-2021
5,29-03-2022
6,03-08-2022
1,02-03-2020
1,15-10-2020
1,13-01-2020
1,13-07-2022
1,24-09-2023
1,14-10-2022
1,18-08-2020
1,06-06-2023
1,13-03-2023
2,24-10-2023
1,25-09-2023
1,26-10-2022
1,27-10-2022
16,24-02-2020
17,29-02-2020
1,06-07-2021
2,24-11-2021
3,21-03-2022
4,01-11-2022
5,14-03-2023
1,18-07-2020
2,29-10-2021
1,31-10-2021
2,20-11-2022
3,02-04-2023
2,07-04-2021
2,27-02-2020
1,08-12-2021
1,04-09-2020
1,24-05-2022
1,27-01-2023
1,26-01-2022
1,28-02-2022
1,09-11-2022
1,24-04-2021
1,24-11-2021
1,27-10-2022
6,08-06-2022
7,22-09-2022
8,26-12-2022
9,03-06-2023
1,23-05-2022
2,17-11-2022
1,30-07-2023
1,31-03-2021
1,25-10-2022
2,04-03-2020
1,19-09-2022
1,01-02-2022
1,25-04-2023
1,21-03-2022
1,13-03-2023
1,31-01-2020
1,20-07-2020
1,27-08-2021
1,07-05-2022
1,05-03-2020
2,27-09-2022
3,23-02-2023
1,01-09-2021
1,19-05-2022
1,23-12-2021
2,09-03-2022
3,13-05-2022
4,16-08-2022
5,18-11-2022
6,18-01-2023
7,30-03-2023
8,02-06-2023
9,19-10-2023
1,09-11-2022
1,28-07-2022
1,13-06-2023
1,31-03-2021
2,29-12-2021
1,17-04-2021
1,25-10-2021
6,25-02-2020
7,07-09-2021
8,25-04-2023
1,23-04-2022
1,29-01-2023
1,08-12-2021
1,19-06-2022
1,24-10-2023
1,09-04-2021
8,29-01-2020
9,03-03-2020
10,19-06-2020
11,18-11-2020
4,08-02-2020
3,30-01-2020
1,24-06-2022
1,14-03-2023
1,10-05-2023
1,18-05-2023
1,22-12-2021
1,01-11-2022
1,18-02-2020
1,06-08-2022
1,30-01-2023
1,14-03-2023
1,14-03-2023
1,24-06-2022
7,23-01-2021
8,24-03-2021
9,27-06-2021
10,26-08-2021
11,04-11-2021
12,11-01-2022
13,13-03-2022
14,12-05-2022
15,11-07-2022
16,09-09-2022
17,08-11-2022
18,07-01-2023
19,16-03-2023
20,31-05-2023
20,03-08-2023
21,04-08-2023
22,08-10-2023
2,28-01-2021
1,22-12-2021
1,06-04-2021
2,01-12-2021
2,09-02-2022
1,31-05-2021
1,25-11-2022
1,04-09-2022
1,13-03-2023
1,27-08-2021
1,28-01-2023
1,19-09-2023
1,15-01-2023
1,21-10-2020
1,27-08-2021
1,09-06-2022
1,22-03-2022
2,14-03-2023
1,15-02-2023
1,26-07-2021
2,27-09-2021
3,26-11-2021
4,25-01-2022
5,01-06-2022
6,05-10-2022
7,04-12-2022
8,02-02-2023
9,05-08-2023
10,04-10-2023
1,04-08-2023
1,05-06-2022
1,29-10-2021
1,13-03-2023
2,22-03-2022
1,16-04-2022
1,09-03-2023
1,14-03-2023
1,21-12-2021
1,03-01-2022
1,01-02-2022
1,31-03-2021
14,31-01-2020
15,12-08-2020
15,16-01-2021
16,31-10-2021
17,08-02-2022
1,22-03-2022
2,18-06-2022
3,04-09-2022
4,29-11-2022
5,07-02-2023
1,18-05-2022
1,14-03-2023
1,25-05-2021
1,26-06-2021
1,24-10-2023
1,08-09-2022
2,17-11-2022
1,01-11-2022
2,13-03-2023
1,07-06-2022
2,16-11-2022
3,15-08-2023
1,15-10-2020
2,06-09-2022
1,23-07-2020
1,08-11-2020
2,07-03-2022
1,29-06-2022
1,12-05-2023
2,29-03-2022
1,06-07-2022
1,05-02-2023
1,14-02-2020
2,28-08-2020
1,25-01-2022
1,04-03-2020
1,05-07-2022
1,13-03-2023
1,03-04-2021
1,24-03-2023
1,05-08-2023
1,21-08-2022
1,22-12-2021
1,09-09-2021
1,22-12-2021
1,07-10-2021
1,28-12-2021
1,13-03-2023
2,03-11-2021
19,03-02-2020
20,08-04-2020
21,08-06-2020
22,07-04-2021
2,24-09-2022
7,09-05-2022
18,24-07-2020
18,12-01-2021
19,16-01-2021
20,25-04-2022
2,29-02-2020
9,05-03-2020
2,14-09-2022
4,23-04-2021
5,17-07-2022
2,17-10-2023
8,21-02-2020
2,24-06-2021
3,05-12-2021
4,19-02-2022
5,21-04-2022
6,21-08-2022
7,23-10-2022
8,27-05-2023
9,26-07-2023
2,27-07-2023
2,16-07-2021
3,13-08-2022
20,12-03-2020
21,08-08-2020
22,11-11-2020
23,03-06-2022
24,11-10-2022
24,24-01-2023
24,26-01-2023
2,29-06-2022
3,05-01-2023
4,09-03-2023
5,03-10-2023
3,06-02-2022
3,31-12-2020
1,17-04-2021
1,08-07-2023
1,24-10-2023
2,15-10-2020
1,27-07-2020
1,12-10-2022
1,24-07-2020
1,29-06-2022
4,21-11-2022
2,07-02-2023
3,17-05-2023
1,01-07-2021
2,25-08-2022
3,17-11-2022
4,02-03-2023
5,03-05-2023
6,02-07-2023
7,11-10-2023
3,26-10-2023
1,22-07-2020
1,15-03-2022
1,01-11-2022
5,20-12-2020
1,11-02-2020
1,13-02-2020
1,27-07-2020
1,18-05-2022
2,23-07-2022
3,21-09-2022
4,10-01-2023
1,24-06-2022
1,20-07-2020
1,20-07-2021
1,07-10-2021
2,29-01-2022
3,24-01-2023
1,30-07-2021
1,14-03-2023
1,14-02-2022
1,15-10-2020
1,29-08-2023
2,13-11-2020
3,16-06-2022
2,27-02-2020
3,11-09-2020
1,01-11-2022
2,26-08-2023
6,18-02-2020
7,06-05-2020
8,06-07-2020
9,07-09-2020
10,09-11-2020
11,09-01-2021
12,10-03-2021
13,07-08-2021
14,08-10-2021
15,17-02-2022
16,31-05-2022
17,23-10-2022
18,04-02-2023
19,13-06-2023
20,26-08-2023
1,05-05-2021
1,13-10-2022
1,01-11-2022
